ku_id,ku_name,ku_description,exam_frequency,r1_chunk_id,r1_score,r1_page,r1_excerpt,r2_chunk_id,r2_score,r2_page,r2_excerpt,r3_chunk_id,r3_score,r3_page,r3_excerpt,correct_rank
RENJIAO-G11-MATH-A-SBX1-ku-直线的斜率,直线的斜率,一条直线的倾斜角α的正切值叫做这条直线的斜率，k=tanα（α≠90°）。,mid,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00159,0.8512,58,第二章 直线和圆的方程 切函数的定义 ， 有 ｔａｎ α ＝ 狔 ２ － 狔 １ 狓 ２ － 狓 １ ． O x y α α P P 1 P 2 O x y α α P P 1 P 2 图 ２．１４ 同样 ， 当向量 犘 ２ 犘 １ →  的方向向上时 ， 如图 ２．１５ ， 犘 ２ 犘 ,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00153,0.804,56,第二章 直线和圆的方程 ２１ 直线的倾斜角与斜率 我们知道 ， 点是构成直线的基本元素 ． 在平面直角坐标 系中 ， 可以用坐标表示点 ， 那么 ， 如何用坐标表示直线呢？ 为了用代数方法研究直线的有关问题 ， 本节我们首先在平面 直角坐标系中探索确定直线位置的几何要素 ， 然后用代数方 法把这些,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00163,0.7714,60,第二章 直线和圆的方程 ጷ˸ １． 已知下列直线的倾斜角 ， 求直线的斜率 ： （ １ ） α ＝３０° ； （ ２ ） α ＝４５° ； （ ３ ） α ＝ ２ π ３ ； （ ４ ） α ＝ ３ π ４． ２． 已知下列直线的斜率 ， 求直线的倾斜角 ： （ １ ） 犽 ＝０ ； （ ２ ） 犽,
RENJIAO-G12-MATH-A-SBX3-ku-样本相关系数的取值范围与意义,样本相关系数的取值范围与意义,"r ∈ [-1,1]；|r|越接近1，线性相关程度越强；|r|越接近0，线性相关程度越弱；r>0正相关，r<0负相关。",mid,e97866e1-cebb-4bf7-9a18-3b85d2416a1a_00277,0.8522,104,没有线性相关关系 ， 但 不排除它们之间有其他相 关关系 ． 狔 － 狔 ＝ λ 狊 狔 狊 狓 狓 － 狓 （ ） 上 ． 这时 ， 成对样本数据的两个分量之间满足一种线性关系 ． 由此可见 ， 样本相关系数 狉 的取值范围为 ［ －１ ， １ ］ ． 样本相关系数 狉 的绝对值大小可以反映成对样,e97866e1-cebb-4bf7-9a18-3b85d2416a1a_00274,0.8204,103,２ ． （ １ ） 我们称 狉 为变量 狓 和变量 狔 的 样本相关系数 （ ｓａｍｐｌｅｃｏｒｒｅｌａｔｉｏｎｃｏｅｆｆｉｃｉｅｎｔ ） ． 这样 ， 我们利用成对样本数据构造了样本相关系数 狉． 样本相关系数 狉 是一个描述成 对样本数据的数字特征 ， 它的正负性可以反映成对样本数据的变化特征 ,e97866e1-cebb-4bf7-9a18-3b85d2416a1a_00276,0.7981,104,第八章 成对数据的统计分析 …， 犪 狀 ） 和 犫 ＝ （ 犫 １ ， 犫 ２ ，…， 犫 狀 ）， 我们有 犪 · 犫 ＝ 犪 １ 犫 １ ＋ 犪 ２ 犫 ２ ＋ … ＋ 犪 狀 犫 狀 ． 设 “ 标准化 ” 处理后的成对数据 狓′ １ ， 狔′ １ （ ） ， 狓′ ２ ， 狔′ ２ （ ）,
RENJIAO-G11-MATH-A-SBX1-ku-直线的倾斜角,直线的倾斜角,当直线l与x轴相交时，x轴正向与直线l向上的方向所成的角α叫做直线的倾斜角，取值范围0°≤α<180°。,mid,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00154,0.8524,56,向与直线 犾 向上的方向之间所成 的角 α 叫做直线 犾 的 倾斜角 （ ａｎｇｌｅｏｆｉｎｃｌｉｎａｔｉｏｎ ） ． 图 ２．１２ 中直线 犾 １ 的倾斜角 α １ 为锐角 ， 直线 犾 ′ 的倾斜角 α ′ 为钝角 ． 当直线 犾 与 狓 轴平行或重合时 ， 我们规定它的倾斜角为 ０°． 因 ,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00153,0.8299,56,第二章 直线和圆的方程 ２１ 直线的倾斜角与斜率 我们知道 ， 点是构成直线的基本元素 ． 在平面直角坐标 系中 ， 可以用坐标表示点 ， 那么 ， 如何用坐标表示直线呢？ 为了用代数方法研究直线的有关问题 ， 本节我们首先在平面 直角坐标系中探索确定直线位置的几何要素 ， 然后用代数方 法把这些,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00155,0.8258,56,角 ， 直线 犾 ′ 的倾斜角 α ′ 为钝角 ． 当直线 犾 与 狓 轴平行或重合时 ， 我们规定它的倾斜角为 ０°． 因 此 ， 直线的倾斜角 α 的取值范围为 ０° ≤ α ＜ １８０°． １５,
RENJIAO-G12-MATH-A-SBX3-ku-二项分布的均值与方差,二项分布的均值与方差,"若X~B(n,p)，则E(X)=np，D(X)=np(1-p)。",mid,e97866e1-cebb-4bf7-9a18-3b85d2416a1a_00215,0.8527,81,第七章 随机变量及其分布 对于一个离散型随机变量 ， 除了关心它的概率分布列外 ， 我们还关心它的均值和方差 等数字特征 ． 因此 ， 一个服从二项分布的随机变量 ， 其均值和方差也是我们关心的 ． ቃ 假设随机变量 犡 服从二项分布 犅 （ 狀 ， 狆 ）， 那么 犡 的均值和方差各是什么 ？ 我,e97866e1-cebb-4bf7-9a18-3b85d2416a1a_00233,0.732,87,"第七章 随机变量及其分布 0 1 2 3 4 5 6 7 8 9 0 0.1 0.2 0.3 101112 n =12, p =0.4 n =15, p =0.4 0 1 2 3 4 5 6 7 8 9 0 0.1 0.2 0.3 10 11121314 15 n =9, p =0.3 n =9, ",e97866e1-cebb-4bf7-9a18-3b85d2416a1a_00216,0.7276,81,＝ 狀狆 ， 犇 （ 犡 ） ＝ 狀狆 （ １－ 狆 ） ． 下面我们对均值进行证明 ． 令 狇 ＝１－ 狆 ， 由 犽 Ｃ 犽 狀 ＝ 狀 Ｃ 犽 －１ 狀 －１ ， 可得 犈 （ 犡 ） ＝ ∑ 狀 犽＝ ０ 犽 Ｃ 犽狀 狆 犽 狇 狀－犽 ＝ ∑ 狀 犽＝ １ 狀 Ｃ 犽－ １ 狀－ １ 狆,
RENJIAO-G8-MATH-S-ku-等腰三角形的性质2,等腰三角形的性质2,等腰三角形的顶角平分线、底边上的中线、底边上的高相互重合（三线合一）。,mid,2cc5fef3-0f4c-4f9c-9f6e-8f817aca7b87_00116,0.8528,85,第十五章 轴对称 １５．３ 等腰三角形 有些几何图形是轴对称图形 ， 利用它们的轴对称性 ， 可 以帮助我们研究图形的性质 ． 本节我们利用轴对称研究等腰 三角形 ． １５３１ 等腰三角形 我们知道 ， 有两边相等的三角形是等腰三角形 ． 等腰三角形是一种特殊的 三角形 ， 它除了具有一般三角形,2cc5fef3-0f4c-4f9c-9f6e-8f817aca7b87_00117,0.7543,86,第十五章 轴对称 由 △ 犃犅犇 ≌△ 犃犆犇 ， 还可得出 ∠ 犅犃犇 ＝ ∠ 犆犃犇 ， ∠ 犅犇犃 ＝ ∠ 犆犇犃 ， 从 而 犃犇 ⊥ 犅犆． 这也就证明了等腰三角形 犃犅犆 底边上的中线 犃犇 平分顶角 ∠ 犃 并垂直于底边 犅犆． 用类似的方法 ， 还可以证明等腰三角形顶角的平分线平分 ,2cc5fef3-0f4c-4f9c-9f6e-8f817aca7b87_00011,0.7441,9,B C B A A （ １ ） （ ２ ） （ ３ ） 图 １３．１２ 有两边相等的三角形叫作 等腰三角形 （ ｉｓｏｓｃｅｌｅｓｔｒｉａｎｇｌｅ ）， 其中相等的两 边叫作 腰 ， 另一边叫作 底边 ， 两腰的夹角叫作 顶角 ， 腰和底边的夹角叫作 底 ２,
renjiao-math-g10-a-ku-最小正周期,最小正周期,周期函数所有周期中存在最小正数，称为最小正周期。正弦、余弦函数最小正周期为2π。,mid,2e0d9544-a589-4011-9c62-6f178b6af20b_00525,0.8529,208,期 ． 事实上 ，  犽 ∈ 犣 且 犽 ≠ ０ ， 常数 ２ 犽 π 都是它的周期 ． 如果在周期函数 犳 （ 狓 ） 的所有周期中存在一个最小的正数 ， 那么这个最小正数就叫做 犳 （ 狓 ） 的 最小正周期 ． 根据上述定义 ， 我们有 ： 正弦函数是周期函数 ， ２ 犽 π （ 犽 ∈ 犣,2e0d9544-a589-4011-9c62-6f178b6af20b_00524,0.8132,208,第五章 三角函数 ５４２ !34)*5 64)*+9: ቃ 类比以往对函数性质的研究 ， 你认为应研究正弦函数 、 余弦函数的哪些性质 ？ 观 察它们的图象 ， 你能发现它们具有哪些性质 ？ 根据研究函数的经验 ， 我们要研究正弦函数 、 余弦函数的单调性 、 奇偶性 、 最大 （ 小 ） 值等,2e0d9544-a589-4011-9c62-6f178b6af20b_00530,0.7461,210,第五章 三角函数 ጷ˸ １． 等式 ｓｉｎ （ π ６＋ ２ ３ π ） ＝ｓｉｎ π ６ 是否成立？如果这个等式成立 ， 能否说 ２ ３ π 是正弦函数 狔 ＝ｓｉｎ 狓 ， 狓 ∈ 犚 的 一个周期？为什么？ ２． 求下列函数的周期 ， 并借助信息技术画出下列函数的图象进行检验 ： （ １ ） ,
RENJIAO-G11-MATH-A-SBX1-ku-抛物线的标准方程-y-2-2px,抛物线的标准方程（y^2=2px）,"y^2=2px (p>0)，焦点F(p/2,0)，准线x=-p/2。",mid,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00367,0.8535,136,第三章 圆锥曲线的方程 O F x y M K H l d 图 ３．３  ２ 抛物线是点的集合 犘 ＝ ｛ 犕犕犉 ＝ 犱 ｝ ． 因为 犕犉 ＝ 狓 － 狆 ２ （） ２ ＋ 狔 槡 ２ ， 犱 ＝ 狓 ＋ 狆 ２ ， 所以 狓 － 狆 ２ （） ２ ＋ 狔 槡 ２ ＝ 狓 ＋ 狆 ２ ． 将上,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00369,0.8269,138,第三章 圆锥曲线的方程 ጷ˸ １． 根据下列条件写出抛物线的标准方程 ： （ １ ） 焦点是 犉 （ ３ ， ０ ）； （ ２ ） 准线方程是 狓 ＝－ １ ４ ； （ ３ ） 焦点到准线的距离是 ２ ． ２． 求下列抛物线的焦点坐标和准线方程 ： （ １ ） 狔 ２ ＝２０ 狓 ； （ ２ ） 狓,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00368,0.7805,137,第三章 圆锥曲线的方程 Ꮶ 你能说明二次函数 狔 ＝ 犪狓 ２ （ 犪 ≠ ０ ） 的图象为什么是抛物线吗 ？ 指出它的焦点坐 标 、 准线方程 ． 例 １ （ １ ） 已知抛物线的标准方程是 狔 ２ ＝６ 狓 ， 求它的焦点坐标和准线方程 ； （ ２ ） 已知抛物线的焦点是 犉 （ ０ ， －２ ,
RENJIAO-G2-MATH-X-ku-有余数除法解决周期规律问题,有余数除法解决周期规律问题,按规律排列，用除法求余数确定第几个是什么，如第16面小旗：16÷3=5组……1，余1为黄色。,mid,d637c8e3-b0ef-42fc-b11b-0714eef5cd35_00022,0.8536,23,阅读理解 分析解答 16 ÷ 3 = 5 （组）…… 1 （面） 3 1 6 5 1 1 5 …… 小旗是按 1 黄 2 红这样 3 面为一组的规律排列的。 要解决的问题是…… 按照下面的规律摆下去，第 16 面小旗是什么颜色的？ 6 我来画一画。 回顾反思 口答：第 16 面小旗是 色的。 5 组,d637c8e3-b0ef-42fc-b11b-0714eef5cd35_00025,0.6951,26,回顾一下，通过本单元的学习，你有什么收获？ 整理和复习 整理和复习 下面是小丽整理的“知识图”，有值得你学习的地方吗？ 向大家展示你的“知识图”，一起交流吧！ 4 1 3 3 1 1 2 7 ÷ 2 = 3 （份）…… 1 （个） 平均分时有剩余，也可 以用除法算式表示…… 求商时要注意，余数 要比,d637c8e3-b0ef-42fc-b11b-0714eef5cd35_00014,0.6884,15,有余数的除法 一 余数表示什么？ 用下面这些小棒摆 。 1 摆 2 个，正好摆完。 8 ÷ 4 = 2 （个） 余数 … 摆 2 个，还剩 1 根。 9 ÷ 4 = 2 （个）…… 1 （根） 做一做 圈一圈，填一填。 （ 1 ） 17 个 ， 4 个 4 个地圈。 圈了（ ）组，剩下（ ）个。 1,
RENJIAO-G11-MATH-A-SBX1-ku-空间向量的相关概念-零向量-单位向量-相反向量-相等向量,空间向量的相关概念（零向量、单位向量、相反向量、相等向量）,长度为0的向量叫零向量0；模为1叫单位向量；长度相等方向相反叫相反向量-a；方向相同模相等叫相等向量。,mid,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00011,0.8541,7,一样 ， 我们规定 ， 长度为 ０ 的向量叫做 零向 量 （ ｚｅｒｏｖｅｃｔｏｒ ）， 记为 ０ ． 当有向线段的起点 犃 与终点 犅 重合时 ， 犃犅 →  ＝ ０ ． 模为 １ 的向量叫做 单位向量 （ ｕｎｉｔｖｅｃ ｔｏｒ ） ． 与向量 犪 长度相等而方向相反的向量 ， 叫做 犪 的,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00010,0.7893,7,第一章 空间向量与立体几何 １１ 空间向量及其运算 章前图展示的是一个做滑翔伞运动的场景 ． 可以想象 ， 在滑翔过程中 ， 飞行员会受到来自不同方向 、 大小各异的 力 ， 例如绳索的拉力 、 风力 、 重力等 ． 显然 ， 这些力不在同 一个平面内 ． 联想用平面向量解决物理问题的方法 ， 能,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00013,0.7743,8,第一章 空间向量与立体几何 方向相同且模相等的向量叫做 相等向量 （ ｅｑｕａｌｖｅｃｔｏｒｓ ） ． 因此 ， 在空间 ， 同向且等 长的有向线段表示同一向量或相等向量 ． 空间向量是自由的 ， 所以对于空间中的任意两个 非零向量 ， 我们都可以通过平移使它们的起点重合 ． 因为两条相交直线确定一,
RENJIAO-G5-MATH-S-ku-整数乘法运算律推广到小数,整数乘法运算律推广到小数,整数乘法的交换律、结合律和分配律对于小数乘法同样适用，应用运算律可使计算简便。,mid,e011db49-0039-4b88-a479-847c72ac083e_00016,0.8542,17,小数四则混合运算的顺序跟整数四则混合运算的顺序相同。 0 . 7 × 1 . 2 1 . 2 × 0 . 7 （ 0 . 8 × 0 . 5 ） × 0 . 4 0 . 8 × （ 0 . 5 × 0 . 4 ） （ 2 . 4+3 . 6 ） × 0 . 5 2 . 4 × 0 . 5+3 . 6,e011db49-0039-4b88-a479-847c72ac083e_00010,0.6776,11,大家来讨论：小数乘法应该怎样计算？ 0 . 56 × 0 . 04= 0 . 5 6 × 0 . 0 4 0 . 0 2 2 4 0 . 5 6 × 0 . 0 4 2 2 4 ……两位小数 ……两位小数 ……（ ）位小数 一个数（ 0 除外）乘大于 1 的数，积比原来的数（ ）。 一个数（ 0 除,e011db49-0039-4b88-a479-847c72ac083e_00009,0.6435,10,先算宣传栏的面积有多大， 再算需要多少千克油漆。 计算下面各题。 6 . 7 × 0 . 3 2 . 4 × 6 . 2 5 . 4 × 1 . 07 0 . 45 × 0 . 6 做一做 小数乘小数 24 × 8 192 × 10 × 10 ÷ 100 2 . 4 × 0 . 8 1 . 9 2 ,
RENJIAO-G2-MATH-X-ku-认读钟表上的时间,认读钟表上的时间,从整时开始，分针从12转了多少小格就是多少分；如4时5分、4时30分、4时45分。,mid,d637c8e3-b0ef-42fc-b11b-0714eef5cd35_00008,0.8543,9,你能读出下面的时间吗？ 试一试 怎样认读钟表上的时间？ 从 4 时开始数。 读一读 从 4 时开始，分针从 12 转了多少个 小格，就是 4 时多少分。 4 时 5 分 5 4 时 30 分或 4 时半 5 10 15 20 25 30 4 时 45 分 35 40 45 5 10 15 20 25,d637c8e3-b0ef-42fc-b11b-0714eef5cd35_00006,0.7497,7,认识时间 钟面分成了（ ）个大格，每个大格中有（ ）个小 格。钟面上一共有（ ）个小格。 仔细观察，钟面上有什么？ 认一认 时针指向 7 ， 分针指向 12 ， 是 7 时。 时针转 1 大格是 1 时， 分针转 1 小格是 1 分， 秒针转 1 小格是 1 秒。 时、分、秒是时间单位。 钟面上有 ,d637c8e3-b0ef-42fc-b11b-0714eef5cd35_00007,0.7128,8,拨动指针，看看时、分、秒之间有什么关系。 拨一拨 时针转 1 圈，表示时间过了（ ）小时。 分针转 1 圈，表示时间过了（ ）分。 秒针转 1 圈，表示时间过了（ ）秒。 1 时 = 60 分 1 分 = （ ）秒 生活中经常把 30 分说成半小时、 30 秒 说成半分钟。你明白是什么道理了吗？ 3,
RENJIAO-G4-MATH-S-ku-梯形的各部分名称,梯形的各部分名称,梯形中互相平行的一组对边分别叫上底和下底，不平行的一组对边叫腰，从上底一点到下底的垂直线段是高。,mid,6962b1f3-b116-4af5-ba4c-4bc7da224f9f_00070,0.8546,71,66 你见过下面这样的图形吗？它们有什么共同点？ 只有一组对边平行的四边形叫作 梯形 。 下面哪些图形是梯形？画出每个梯形的高，分别指出它们的上 底、下底和腰。 看右图，说一说梯形 各部分的名称。 两腰相等的梯形叫作 等腰梯形 。 有一个角是直角的梯 形叫作 直角梯形 。 我们认识了哪些四边形？它们,6962b1f3-b116-4af5-ba4c-4bc7da224f9f_00068,0.7113,69,64 我们认识过平行四边形，你能说出在哪些地方见过平行 四边形吗？ 上面各图中都有平行四边形。 研究一下，平行四边形的边有什么特点。 两组对边分别平行的四边形，叫作 平行四边形 。 平行四边形的 对边互相平行。 对边也相等。 从平行四边形一条边上的一点向 对边引一条垂线，这个点和垂足之间 的线段叫作,6962b1f3-b116-4af5-ba4c-4bc7da224f9f_00071,0.6474,72,67 照下面这样画两组平行线，涂色部分是平行四边形吗？为什么？ 你能用完全相同的两套三角尺拼出平行四边形吗？ 量出右边平行四边形各 个角的度数，你能发现 什么？ 在下面画出三个不同的梯形，分别量出它们的上底、下底和高。 你想这样画 平行四边形 吗？试一试。 1 2 3 4 （1）在平行四边形纸上剪一,
RENJIAO-G12-MATH-A-SBX3-ku-杨辉三角与垛积问题,杨辉三角与垛积问题,三角垛问题：底层每边n个圆球，向上逐层减1，顶层1个，总数可用杨辉三角求和。,mid,e97866e1-cebb-4bf7-9a18-3b85d2416a1a_00119,0.8551,46,， 下广 ， 一面十二个 ， 上尖 ， 问计几何 ． 在我国古代 ， 很多数学家研究数列的问题 ， 并取得了辉煌 的成就 ． 就像通过研究 “ 三角垛 ” 这样的一类问题 ——— 垛积问 题 ， 发现了一系列数列的求和公式 ． 上述三角垛问题一般化 后 ， 就相当于如下将圆球堆成三角垛的问题 ： 底,e97866e1-cebb-4bf7-9a18-3b85d2416a1a_00118,0.849,46,数学探究 杨辉三角的性质与应用 ? 利用数学知识间的联 系性 ， 我们可以从不同角度 研究这些性质 ． 结合已有知 识 ， 对比一下不同角度发现 和证明性质的过程 ， 说一说 自己的体会 ． 所以 Ｃ 狉 狀 ＝Ｃ 狉 －１ 狀 －１ ＋Ｃ 狉 狀 －１ ． 上式是杨辉三角最基本的性质 ， 也是二项,e97866e1-cebb-4bf7-9a18-3b85d2416a1a_00115,0.7585,45,数学探究 杨辉三角的性质与应用 01=>-?@A BCDE-./:FG （ 一 ） 杨辉三角的性质 １． 观察杨辉三角的结构 ， 即杨辉三角中数字排列的规律 ， 例如每一行 、 相邻两行 、 斜行等 ， 画一画 ， 连一连 ， 算一算 ， 写出你发现的结论 ． 例如 ： （ １ ） 结合图 １ 和图,
RENJIAO-G11-MATH-A-SBX1-ku-直线与圆的位置关系的代数判断方法,直线与圆的位置关系的代数判断方法,联立直线与圆的方程，消元后判别式Δ>0相交，Δ=0相切，Δ<0相离。,mid,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00266,0.8551,96,第二章 直线和圆的方程 ２５ 直线与圆 、 圆与圆的位置关系 在平面几何中 ， 我们研究过直线与圆这两类图形的位置 关系 ． 前面我们学习了直线的方程 、 圆的方程 ， 以及用方程 研究两条直线的位置关系 ． 下面我们类比用方程研究两条直 线位置关系的方法 ， 利用直线和圆的方程 ， 通过定量计算,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00279,0.7896,101,第二章 直线和圆的方程 ２５２ ! @%@/BCDE 前面我们运用直线的方程 、 圆的方程 ， 研究了直线与圆的位置关系 ． 现在我们类比上 述研究方法 ， 运用圆的方程 ， 通过定量计算研究圆与圆的位置关系 ． 我们知道 ， 两个圆之间存在以下三种位置关系 ： （ １ ） 两圆相交 ， 有两个,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00267,0.7819,97,第二章 直线和圆的方程 所以 ， 直线 犾 与圆 犆 相交 ， 有两个公共点 ． 把 狓 １ ＝２ ， 狓 ２ ＝１ 分别代入方程 ① ， 得 狔 １ ＝０ ， 狔 ２ ＝３． 所以 ， 直线 犾 与圆 犆 的两个交点是 犃 （ ２ ， ０ ）， 犅 （ １ ， ３ ） ． 因此 ｜ 犃犅 ｜ ＝ ,
RENJIAO-G2-MATH-S-ku-辨认东-南-西-北,辨认东、南、西、北,东、南、西、北四个方向在图上的排列顺序是按时针转动方向变化的。,mid,8e39130d-c881-4f18-8751-0957badd1c3d_00055,0.8552,56,比较不同的方向牌，说一说你的发现。 北 东 南 西 东 西 北 南 在不同的方向牌上， 东、南、西、北的排列 顺序与时针转动方向一 致，是不变的。 可以用一幅图来表示方向，指南针上就是这样表示的。 东和西相对，南和 北相对。 只要确定一个方向，其他三个方向就确定了。 地图是按上北、下南、左 西、右东,8e39130d-c881-4f18-8751-0957badd1c3d_00054,0.7947,55,认一认 认一认 做一做 做一做 怎样辨认东、南、西、北呢？ 你能用正方形纸做一 个方向牌吗？ 认识东、南、西、北 在校园里认一认方向，并完成记录单。 早晨起来面向太阳，前面是东，后面是西，左 面是北，右面是南。 可以用指南针辨别方向。 小明 1. 面向北，后面是（ ），左面是（ ），右面是（ ）。 ,8e39130d-c881-4f18-8751-0957badd1c3d_00057,0.7094,58,小讲堂开播啦 小讲堂 关于方向，你还有什么感兴趣的问题？ 选一个感兴趣的问题，研究一下，给大家讲一讲吧。 大自然为你指引方向 面向北极星，前面 是北。 雪化得快的一面是 南，慢的一面是北。 枝叶茂密的一面是南， 稀疏的一面是北。 布满青苔的一面是北， 光秃的一面是南。 怎么用路线指示牌 辨别方向？ ,
RENJIAO-G11-MATH-A-SBX1-ku-直线与圆的位置关系-几何法,直线与圆的位置关系（几何法）,计算圆心到直线的距离d，比较d与半径r：d<r相交，d=r相切，d>r相离,mid,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00266,0.8554,96,第二章 直线和圆的方程 ２５ 直线与圆 、 圆与圆的位置关系 在平面几何中 ， 我们研究过直线与圆这两类图形的位置 关系 ． 前面我们学习了直线的方程 、 圆的方程 ， 以及用方程 研究两条直线的位置关系 ． 下面我们类比用方程研究两条直 线位置关系的方法 ， 利用直线和圆的方程 ， 通过定量计算,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00279,0.7855,101,第二章 直线和圆的方程 ２５２ ! @%@/BCDE 前面我们运用直线的方程 、 圆的方程 ， 研究了直线与圆的位置关系 ． 现在我们类比上 述研究方法 ， 运用圆的方程 ， 通过定量计算研究圆与圆的位置关系 ． 我们知道 ， 两个圆之间存在以下三种位置关系 ： （ １ ） 两圆相交 ， 有两个,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00267,0.7854,97,第二章 直线和圆的方程 所以 ， 直线 犾 与圆 犆 相交 ， 有两个公共点 ． 把 狓 １ ＝２ ， 狓 ２ ＝１ 分别代入方程 ① ， 得 狔 １ ＝０ ， 狔 ２ ＝３． 所以 ， 直线 犾 与圆 犆 的两个交点是 犃 （ ２ ， ０ ）， 犅 （ １ ， ３ ） ． 因此 ｜ 犃犅 ｜ ＝ ,
RENJIAO-G9-MATH-S-ku-过已知点作圆,过已知点作圆,经过一个点可以作无数个圆；经过两个点可以作无数个圆，圆心在线段AB的垂直平分线上；不在同一条直线上的三个点确定一个圆。,mid,f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00134,0.8555,100,"!""#$%&' ቂ 我们知道 ， 已知圆心和半径 ， 可以作一个圆 ． 经过一个已知点 犃 能不 能作圆 ， 这样的圆你能作出多少个 ？ 经过两个已知点 犃 ， 犅 能不能作圆 ？ 如果能 ， 圆心分布有什么特点 ？ 作圆的关键是确定圆心的位置和半径的大小 ． 对于经过已知点作圆的问 题 ， 当圆心",f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00135,0.7689,101,"!""#$%&' （ 或 犗犅 ， 犗犆 ） 为半径 ， 便可作出经过 犃 ， 犅 ， 犆 三点的圆 ． 因为过 犃 ， 犅 ， 犆 三点的圆的圆心只能是点 犗 ， 半径等于 犗犃 ， 所以这样的圆只有一个 ， 即 不在同一条直线上的三个点确定一个圆 ． 由图 ２４．２  ４ 可以看出 ， 经过三角",f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00172,0.7111,128,"!""#$%&' 小 结 一 、 本章知识结构图 ڒ ཁǋᄯጲ֖ ڒ ᄉͮ ᎵСጆ ڒᄉ С ᠎ ᄯጲ֖ ڒᄉͮ ᎵСጆ ཁ֖ ڒᄉͮ ᎵСጆ ʻᝇ ᄉЮѬڒ ʻᝇ ᄉܰ ڒ ᣷ ֖ ڒ ኍѫڒֆ ᭦ሤ ᭦ሤ ڒ᩻ ᄉΞ᭦ሤ֖ К᭦ሤ Ѭጲ ڒᄉ ሥ ǋ ǋڒ ᝇ˧ᫍ ᄉСጆ Վ ʼᄉڒֆᝇ֖ ڒ ᝇ",
RENJIAO-G9-MATH-X-ku-汽车功率-速度与阻力的反比例关系,汽车功率、速度与阻力的反比例关系,汽车功率一定时，行驶速度v与所受阻力F成反比例关系：v=P/F。,mid,624aeefc-7eb2-44f9-9307-be0470b56b74_00043,0.8565,25,犉． 从上面的式子可以看出 ， 当汽车的功率 犘 一定时 ， 汽车的负载越大 ， 阻力 犉 就越大 ， 行 驶速度 狏 就会越小 ． 你还能举出生活中可以用反比例关系解释的例子吗 ？ ８１ 仅供个人学习使用，未经授权不得另做他用,624aeefc-7eb2-44f9-9307-be0470b56b74_00044,0.841,25,， 当汽车的功率 犘 一定时 ， 汽车的负载越大 ， 阻力 犉 就越大 ， 行 驶速度 狏 就会越小 ． 你还能举出生活中可以用反比例关系解释的例子吗 ？ ８１ 仅供个人学习使用，未经授权不得另做他用,624aeefc-7eb2-44f9-9307-be0470b56b74_00042,0.7226,25,"!""#$%&'()*+ 解释这种现象需要考虑压强与受力面积之间的关系 ． 压强不仅与压力的大小有关 ， 还 与受力面积的大小有关 ． 压强就是单位面积上受到的压力 ， 压强的计算公式为 狆 ＝ 犉 犛 ， 其中 狆 是压强 ， 犉 是压力 ， 犛 是受力面积 ． 从上式可以看 出 ， 当压力一定时 ",
